,ProductName,ProductLink,PackSize,Price,Review,Rating,Discount
221,Tea Tree Shampoo for Dandruff Free Hair,https://mamaearth.in/product/tea-tree-shampoo-for-dandruff-free-hair-250ml,250ml,₹349.00,It really worked after first use only. Thanks!! mamaearth,4.9,N/A
222,"CoCo Body Butter for Dry Skin, with Coffee & Cocoa for Deep",https://mamaearth.in/product/mamaearth-coco-body-butter-for-dry-skin-with-coffee-cocoa-for-deep-moisturization-200g,200g,₹599.00,Lovely product... nice chemical free ingredients.. mild fragrance that too chocolaty... works well.. hydrates super good... skin feels buttery smooth,5,N/A
223,"Ubtan Body Butter, For Dry Skin, With Turmeric & Honey, For Deep Nourishment",https://mamaearth.in/product/mamaearth-ubtan-body-butter-for-dry-skin-with-turmeric-honey-for-deep-nourishment-200g,200g,₹599.00,"I have a dry skin and after using this, feels soft and smooth. Its moisturize my skin for whole day. Really love this body butter and completly satisfied with this. Thank u so much Mamaearth for this Lovely product.",5,N/A
224,Wedding Glow Skincare Kit,https://mamaearth.in/product/wedding-glow-skincare-kit,Kit,₹999.00,Really awesome.Everyone should try .,4.8,(26% off)
225,"Neem Face Mask with Neem and Tea Tree for Pimples and Zits,",https://mamaearth.in/product/neem-face-mask-with-neem-tea-tree-for-pimples-zits-100-ml,100ml,₹499.00,"Even though Mamaearth neem face mask is not for dry skin, i've used it and it has been easy on my skin. Very comfortable and refreshing.",5,N/A
226,"Anti-Pollution Daily Face Cream, for Dry and Oily Skin, with Turmeric and Pollustop® For a Bright Glowing Skin ",https://mamaearth.in/product/anti-pollution-daily-face-cream-for-dry-oily-skin-with-turmeric-pollustop-for-a-bright-glowing-skin-80ml,80ml,₹349.00,The best buy online for glowing skin. Protects my skin and perfect for glowing skin. Mamaearth anti pollution face cream is my must-have.,4.8,N/A
227,Onion Conditioner for Hair Growth and Hair Fall Control with Onion and,https://mamaearth.in/product/mamaearth-onion-conditioner-for-hair-growth-hair-fall-control-with-onion-coconut-250ml,250ml,₹349.00,N/A,5,N/A
228,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin,https://mamaearth.in/product/mamaearth-onion-shampoo-for-hair-growth-hair-fall-control-with-onion-oil-plant-keratin-250-ml,250ml,₹349.00,N/A,5,N/A
229,Onion Hair Oil for Hair Regrowth and Hair Fall Control with Redensyl,https://mamaearth.in/product/onion-hair-oil-for-hair-regrowth-hair-fall-control-with-redensyl-150ml,150ml,₹399.00,N/A,4.8,N/A
230,Mamaearth Epsom Bath Salt for Relaxation and Pain Relief ,https://mamaearth.in/product/buy-epsom-salt-online,200gm,₹399.00,"For skin and mind relaxation mamaearth Bath salts is the best buy. You must try it, the lavender smells divine.",5,N/A
231,"Onion Hair Mask, For Hair Fall Control, With Onion Oil and Organic Bamboo",https://mamaearth.in/product/onion-hair-mask-for-hair-fall-control-with-onion-oil-organic-bamboo-vinegar-200ml,200ml,₹599.00,N/A,5,N/A
232,Tea Tree Conditioner with Tea Tree & Ginger Oil for Dandruff Free,https://mamaearth.in/product/mamaearth-tea-tree-conditioner-with-tea-tree-ginger-oil-for-dandruff-free-hair-250ml,250ml,₹349.00,This actually made my scalp itch-free with such smooth hair.,5,N/A
233,Hair Fall Control Kit,https://mamaearth.in/product/hairfall-control-kit,Kit,₹999.00,"Super.....amazing.....

",5,(28% off)
234,Bye Bye Blemishes Face Cream for Reducing Pigmentation & Blemishes with Mulberry Extract & Vitamin C,https://mamaearth.in/product/bye-bye-blemishes-face-cream-for-pigmentation-blemish-removal-with-mulberry-extract-vitamin-c-30ml,30ml,₹449.00,I liked the face cream. it shows amazing results in just a week.  Mamaearth bye bye blemish is a very good product.,4.9,N/A
235," Castor Oil for Healthier Skin, Hair and Nails with 100% Pure and Natural Cold-Pressed",https://mamaearth.in/product/100-pure-natural-cold-pressed-castor-oil-for-healthier-skin-hair-nails-150ml,150ml,₹299.00,I love colouring my hair...with all the chemicals my hair was gettin dry and damaged.. So I started weekly use of castor oil by mamaearth and Iv for best results. My hair volume has increased and less splitends and dryness.,5,N/A
236,"Hair Regrowth Combo : Onion Shampoo, 250ml and Onion",https://mamaearth.in/product/hair-regrowth-combo-onion-shampoo-onion-conditioner,250ml,₹679.00,N/A,5,(3% off)
237,Revitalizing Turmeric Kit,https://mamaearth.in/product/revitalizing-turmeric-kit,Kit,"₹1,299.00",Very much impressed to see the packing. I got this combo from my friends and I started using one by one all products. Very happy with the brand. Organic yet effective result...,5,(27% off)
238,Aloe Turmeric Gel for Skin & Hair 300ml (Saver Pack),https://mamaearth.in/product/aloe-turmeric-gel-for-skin-hair-300ml,300ml,₹399.00,I have seen a change in my skin..it's glowing and clean..use it twice or thrice a day whenever I get time to wash my face. Started using it on my hair too..will definitely post how it's working,5,N/A
239,Aloe Turmeric Gel for Skin & Hair 150ml,https://mamaearth.in/product/aloe-turmeric-gel-for-skin-hair-150ml,150ml,₹249.00,"I just love Mamaearth's  aloe turmeric  gel.
Its a unique  combination  which very few brands having, and these both ingredients  works well on skin.
Very thin  hence easily  merged in skin so well.
Nice product.",5,N/A
240,"Anti Acne Combo: Oil Free Moisturizer, 80ml and Ultra Light Indian",https://mamaearth.in/product/anti-acne-combo-oil-free-moisturizer-ultra-light-indian-sunscreen,80ml,₹774.00,Awesome product ❤️,5,(3% off)
241,Oil-Free Face Moisturizer for Acne-Prone,https://mamaearth.in/product/oil-free-face-moisturizer-with-apple-cider-vinegar-for-acne-prone-skin,80ml,₹299.00,Mamaearth oil free face moisturizer is too chemical free and best for skin.,5,N/A
242,"Ultra Light Indian Sunscreen with Carrot Seed, Turmeric & SPF 50 PA+++",https://mamaearth.in/product/mamaearths-ultra-light-indian-sunscreen,80ml,₹499.00,No doubt that it is the best sunscreen cream for face. For oily skin it works the best by keeping it nourished and creating a protective layer that isn’t sticky.,4.9,N/A
243,"Sun Protection Combo : Sunscreen, 80ml and Ubtan Facewash",https://mamaearth.in/product/sun-protection-combo-sunscreen-ubtan-facewash,100ml,₹724.00,Really it works tried & tested. Really amazing .I had lots of spots on my face & after using it really I   very happy with the products.Thanks mamaearth......,5,(3% off)
244,"Skin Lightening & Brightening Combo : Ubtan Facemask, 100ml and Ubtan",https://mamaearth.in/product/mamaearth-combos-skin-lightening-and-brightening-combo,100ml,₹724.00,It's  really effective and good.,4.8,(3% off)
245,"Charcoal Secrets Combo: C3 Face Mask, 100ml and Charcoal Face Wash",https://mamaearth.in/product/charcoal-secrets-c3-face-mask-charcoal-face-wash,100ml,₹799.00,gives a glowing skin .. highly recommended..  it is made safe and 100% natural..,4.8,(6% off)
246,Ubtan Face Mask with Saffron & Turmeric for Skin Brightening and Tan Removal,https://mamaearth.in/product/ubtan-face-mask-for-skin-lightening-brightening,100g,₹499.00,N/A,4.9,N/A
247,"Healthy Hair Combo : Shampoo, 200ml",https://mamaearth.in/product/happy-heads-shampoo-no-more-tangles-conditioner-twin-pack,200ml,₹679.00,The conditioner is wow,5,(3% off)
248,Tea Tree Anti Dandruff Hair Mask,https://mamaearth.in/product/mamaearth-tea-tree-anti-dandruff-hair-mask,200ml,₹599.00,I m writing this review after few useges and I m absolutely in love with it ..it made my my hair look so volumeness and long which is not often in normal circumstances.frizzyness will be further reduced after few usages.so you need to be patient in that.it is a very safe products for you hair and scalp and you must own it..,5,N/A
249,Natural Radiance Day Cream,https://mamaearth.in/product/mamaearth-natural-radiance-day-cream,50ml,₹599.00,"This product is most useful to me. My skin is very smooth and glowing after use the this product. I love mama earth products very much.
",4.9,N/A
250,Ubtan Face Wash for Tan,https://mamaearth.in/product/ubtan-face-wash,100ml,₹249.00,It is indeed a great product. I bought it to post review. I used it for 2 and a half month and still doing. My blackheads are completely gone which seemed  to me an impossible task. Just because of mamaearth ubtan face wash.,4.9,N/A
251,Tea Tree Facewash for acne & pimples,https://mamaearth.in/product/tea-tree-face-wash,100ml,₹249.00,"This tea tree infused anti acne face wash worked really well for me. It helped in controlling my breakouts. Great product! – Ritesh, 24
 I believe this to be the best face wash for acne and pimples for me. The face wash doesn’t dry out my face and at the same time has decreased my acne",4.9,N/A
252,Charcoal Facewash ,https://mamaearth.in/product/best-charcoal-face-wash,100ml,₹249.00,It's a great product from mamaearth I can say. It has Mamaearth charcoal face wash. The fragrance is best...Cleanse my face nicely.. overall worth buying.,4.8,N/A
253,Anti Hair Fall Kit for complete hair care,https://mamaearth.in/product/anti-hair-fall-kit,kit,"₹1,199.00",Very nice it reduced hairfall very effective now hair looks more healthy,4.8,(25% off)
254,Pro-Growth Hair Tonic for better hair,https://mamaearth.in/product/buy-hair-growth-tonic,100ml,₹499.00,Amazing product****,4.8,N/A
255,Root Restore Hair Oil for hair fall,https://mamaearth.in/product/buy-natural-hair-oil,100ml,₹399.00,It is working for hair,4.8,N/A
256,Happy Heads Shampoo for healthy & stronger,https://mamaearth.in/product/buy-organic-shampoo-online,200ml,₹349.00,With changing weather I tend to get itchy and dry scalp with leads to dandruff. Mamaearth happy heads shampoo is great for controlling it.,4.8,N/A
257,No More Tangles Conditioner for fizz free,https://mamaearth.in/product/buy-hair-conditioner-online,200ml,₹349.00,"I have been using this kit for more than 1 month, and so far I have seen some visible result, it definitely reduced my hair fall and I can see few new hair on my scalp, it's a must use product for anyone losing hair and wants to grow it back. Thank you mama earth ",4.8,N/A
258,Stretch Marks Removal Cream,https://mamaearth.in/product/stretch-marks-removal-cream,100ml,₹500.00,Love this body cream for stretch marks. It is great for stretch marks removal cream after delivery.,4.7,N/A
259,Nipple Butter Cream for sore & cracked nipples,https://mamaearth.in/product/natural-nip-care-cream,50ml,₹500.00,It is a verygood product.  I m using it from last 4 months.  Very helpful for cracked nipples.,4.8,N/A
260,Mamaearth Under Eye Crème with Cucumber & Caffeine for Dark Circles,https://mamaearth.in/product/eye-dark-circle-removal,50ml,₹599.00,Hands down the best under eye cream for dark circles. I love it and does not feel sticky or look oily. I make sure to use this dark circle treatment every day.,4.8,N/A
261,"Argan Hair Mask with Argan, Avocado Oil, and Milk Protein for Frizz-free & Stronger Hair",https://mamaearth.in/product/argan-hair-mask,200ml,₹599.00,Mamaearth onion hair mask is an awesome  product  it makes my hair look so good and has helped me reduce hair fall..worth buying product,4.8,N/A
262,C3 Face Mask for healthy & glowing Skin,https://mamaearth.in/product/buy-charcoal-face-mask,100ml,₹599.00,It is the best charcoal face mask i have ever used. The best product by far for acne and dry skin. It really helped my skinnto glow naturally,4.8,N/A
263,Ubtan Body Wash With Turmeric & Saffron for Glowing Skin ,https://mamaearth.in/product/ubtan-body-wash-with-turmeric-saffron-for-glowing-skin-pack-of-2,2,₹598.00,N/A,0,N/A
264,Vitamin C Bamboo Sheet Mask with Vitamin C & Honey for Skin Illumination ,https://mamaearth.in/product/vitamin-c-bamboo-sheet-mask-with-vitamin-c-honey-for-skin-illumination-25-g,25g,₹149.00,Vit C face sheet mask is such a good for my dry skin. Vit C sheet mask made my skin glowing and amazing. It's makes me feel so happy. It's work and smell so good. I love this product. I always buying this this. Thank you mamaearth for this sheet mask.,5,N/A
265,Hydrating Natural Body Lotion with Cucumber & Aloe Vera for Normal Skin,https://mamaearth.in/product/body-lotion-for-normal-skin,250ml,₹299.00,Very smooth and light on skin and provides long lasting hydration. It is also very cooling which i like during summer time. Nimmi,5,N/A
